District_Name,State_Name,lat,lon
LATEHAR,Jharkhand,23.74186545,84.51301366522104
LATUR,Maharashtra,18.3383146,76.83971559999998
LAWNGTLAI,Mizoram,22.53310665,92.89766973516971
LEH LADAKH,Jammu and Kashmir,34.1634271,77.5843437
LOHARDAGA,Jharkhand,23.441691,84.68931500000002
LOHIT,Arunachal Pradesh,27.9040,96.1739
LONGDING,Arunachal Pradesh,26.8644,95.32675
LONGLENG,Nagaland,26.49031725,94.77214247303137
LOWER DIBANG VALLEY,Arunachal Pradesh,28.21495625,95.8787740356702
LOWER SUBANSIRI,Arunachal Pradesh,27.538091899999998,93.8149241
LUCKNOW,Uttar Pradesh,26.8420098,80.94785711416057
LUDHIANA,Punjab,30.8751439,75.83987314999997
LUNGLEI,Mizoram,22.898553,92.75192291719874
MADHEPURA,Bihar,25.918667300000003,86.79093420000002
MADHUBANI,Bihar,26.6128882,85.98110909999998
MADURAI,Tamil Nadu,9.93237465,78.1386880733661
MAHARAJGANJ,Uttar Pradesh,27.1446,83.5622
MAHASAMUND,Chhattisgarh,21.1882332,82.48484762499999
MAHBUBNAGAR,Telangana,16.778238,78.01225229999999
MAHE,Puducherry,11.6995635,75.53666823880425
MAHENDRAGARH,Haryana,28.0572048,76.1030093
MAHESANA,Gujarat,23.606499,72.380891
MAHOBA,Uttar Pradesh,25.2921,79.8724
MAINPURI,Uttar Pradesh,26.9653429,78.95244740000003
MALAPPURAM,Kerala,11.04240575,76.08021953622506
MALDAH,West Bengal,24.9949832,88.142127
MALKANGIRI,Odisha,18.3377075,81.87591479999998
MAMIT,Mizoram,23.75590845,92.45173568830636
MANDI,Himachal Pradesh,31.7077724,76.93145279999997
MANDLA,Madhya Pradesh,29.0465657,78.278532
MANDSAUR,Madhya Pradesh,24.0734,75.0679
MANDYA,Karnataka,12.5239225,76.8872714
MANSA,Punjab,29.8769971,75.4889866137018
MARIGAON,Assam,26.290712,92.29221256765226
MATHURA,Uttar Pradesh,27.489451300000002,77.67796990000002
MAU,Uttar Pradesh,26.8420098,80.94785711416057
MAYURBHANJ,Odisha,21.932183,86.7199521
MEDAK,Telangana,18.0,78.0
MEDINIPUR EAST,West Bengal,22.3446691,87.29334159999998
MEDINIPUR WEST,West Bengal,22.4080,87.3811
MEERUT,Uttar Pradesh,28.6276195,77.3818692
MEWAT,Haryana,27.9185683,76.9578248
MIRZAPUR,Uttar Pradesh,26.8420098,80.94785711416057
MOGA,Punjab,31.5506146,75.6404863
MOKOKCHUNG,Nagaland,26.3253905,94.517205
MON,Nagaland,26.715532600000003,95.02510907470293
MORADABAD,Uttar Pradesh,28.8386,78.7733
MORENA,Madhya Pradesh,26.4947,77.994
MUKTSAR,Punjab,30.2831401,74.52299719797392
MUMBAI,Maharashtra,19.05599665,72.92266539120884
MUNGELI,Chhattisgarh,22.0661098,81.6874282
MUNGER,Bihar,25.3851063,86.46769912015446
MURSHIDABAD,West Bengal,23.95533125,88.0378205592913
MUZAFFARNAGAR,Uttar Pradesh,29.4727,77.7085
MUZAFFARPUR,Bihar,26.1161209,85.41597349999998
MYSORE,Karnataka,12.3084901,76.6639936
NABARANGPUR,Odisha,19.228896,82.5665715
NADIA,West Bengal,22.9732847,88.4365811
NAGAON,Assam,26.5547738,92.8874642
NAGAPATTINAM,Tamil Nadu,10.805627600000001,79.824659783024
NAGAUR,Rajasthan,27.199880800000003,73.7320445
NAGPUR,Maharashtra,21.1574834,79.04575320000002
NAINITAL,Uttarakhand,29.18554285,79.51183435559128
NALANDA,Bihar,25.16729025,85.55023975864606
NALBARI,Assam,26.440330600000006,91.4375589
NALGONDA,Telangana,17.1460669,79.62201359999997
NAMAKKAL,Tamil Nadu,11.15922815,78.15945627572933
NAMSAI,Arunachal Pradesh,27.6692,95.8644
NANDED,Maharashtra,18.4598384,73.78616269999998
NANDURBAR,Maharashtra,21.36599895,74.28400358178766
NARAYANPUR,Chhattisgarh,19.5842032,81.1136985512029
NARMADA,Gujarat,21.73830395,73.62736015921328
NARSINGHPUR,Madhya Pradesh,22.9473,79.1923
NASHIK,Maharashtra,20.0127402,73.8032765
NAVSARI,Gujarat,20.952407,72.9323831
NAWADA,Bihar,24.818124,85.5185562336921
NAWANSHAHR,Punjab,31.020811100000003,76.0882819
NAYAGARH,Odisha,20.1283706,85.10740799999998
NEEMUCH,Madhya Pradesh,24.4738,74.8726
NICOBARS,Andaman and Nicobar Islands,7.1205,93.7842
NIZAMABAD,Telangana,18.672349,78.104073
NORTH AND MIDDLE ANDAMAN,Andaman and Nicobar Islands,13.51111965,92.91738841784462
NORTH DISTRICT,Sikkim,27.649319,88.40538985091041
NORTH GARO HILLS,Meghalaya,25.8619841,90.70177048839348
NORTH GOA,Goa,15.620452300000002,73.7648309
NORTH TRIPURA,Tripura,24.092147600000004,92.24512135019847
NUAPADA,Odisha,20.7993583,82.4602372
OSMANABAD,Maharashtra,18.31998,75.9651192
PAKUR,Jharkhand,24.6379064,87.85569620000003
PALAKKAD,Kerala,10.7668468,76.64927320000002
PALAMU,Jharkhand,24.0441443,84.0944676
PALGHAR,Maharashtra,20.1238465,72.9193103
PALI,Rajasthan,25.147174300000003,73.088047
PALWAL,Haryana,28.1436561,77.3382194
PANCH MAHALS,Gujarat,23.0,74.0
PANCHKULA,Haryana,30.7045209,76.8595988
PANIPAT,Haryana,29.4136602,76.9467153
PANNA,Madhya Pradesh,24.7180,80.1819
PAPUM PARE,Arunachal Pradesh,27.08793205,93.6102638735841
PARBHANI,Maharashtra,19.29031365,76.60290343431203
PASHCHIM CHAMPARAN,Bihar,26.801454,84.509224
PATAN,Gujarat,23.862829,72.13359789435826
PATHANAMTHITTA,Kerala,9.2677817,76.7895719
PATHANKOT,Punjab,32.2919066,75.7593463
PATIALA,Punjab,30.51571185,76.65919461679499
PATNA,Bihar,25.60777625,85.1203199096272
PAURI GARHWAL,Uttarakhand,30.0595303,79.0002551
PERAMBALUR,Tamil Nadu,11.2287716,78.8182555496278
PEREN,Nagaland,25.47907705,93.72563659313208
PHEK,Nagaland,25.75,94.5
PILIBHIT,Uttar Pradesh,28.6249,79.8075
PITHORAGARH,Uttarakhand,30.245520799999998,80.9939567
PONDICHERRY,Puducherry,11.92503,79.82815649999998
POONCH,Jammu and Kashmir,33.7670,74.0924
PORBANDAR,Gujarat,21.6387772,69.61957059999999
PRAKASAM,Andhra Pradesh,15.8552055,80.422454
PRATAPGARH,Rajasthan,24.0333495,74.7801315
PUDUKKOTTAI,Tamil Nadu,10.374081,78.8137027
PULWAMA,Jammu and Kashmir,33.8716,74.8946
PUNE,Maharashtra,18.6738164,73.70641139642079
PURBI CHAMPARAN,Bihar,26.6465969,84.9091552
PURI,Odisha,19.8073779,85.83834759999998
PURNIA,Bihar,26.0,87.5
PURULIA,West Bengal,23.3255885,86.376711
RAE BARELI,Uttar Pradesh,26.2145,81.2528
RAICHUR,Karnataka,16.2030965,77.3510184
RAIGAD,Maharashtra,19.07161075,73.13686117489772
RAIGARH,Chhattisgarh,22.5,83.5
RAIPUR,Chhattisgarh,21.2768955,81.6824255
RAISEN,Madhya Pradesh,22.957626,77.6249021
RAJAURI,Jammu and Kashmir,33.3716,74.3152
RAJGARH,Madhya Pradesh,23.8509,76.7337
RAJKOT,Gujarat,22.2964301,70.79910009999998
RAJNANDGAON,Chhattisgarh,20.9727404,80.69155548263583
RAJSAMAND,Rajasthan,25.29131615,73.82449247403609
RAMANAGARA,Karnataka,12.70130405,77.25165540461549
RAMANATHAPURAM,Tamil Nadu,9.8437068,79.0739672
RAMBAN,Jammu and Kashmir,33.2464,75.1939
RAMGARH,Jharkhand,23.59877595,85.53691564663127
RAMPUR,Uttar Pradesh,28.800830800000004,79.0278953
RANCHI,Jharkhand,23.31045215,85.27487741053811
RANGAREDDI,Telangana,17.3891,77.8367
RATLAM,Madhya Pradesh,23.3315,75.0367
RATNAGIRI,Maharashtra,17.7545234,73.1907321
RAYAGADA,Odisha,19.0709727,83.8092839
REASI,Jammu and Kashmir,33.0804,74.8364
REWA,Madhya Pradesh,24.52210195,81.3106336143737
REWARI,Haryana,28.1922797,76.61823300000302
RI BHOI,Meghalaya,25.6641419,91.9015991
ROHTAK,Haryana,28.971924100000006,76.3770982
ROHTAS,Bihar,24.9519342,83.9923348
RUDRA PRAYAG,Uttarakhand,30.3009965,79.06287964782696
RUPNAGAR,Punjab,30.7928798,76.49628809999999
S.A.S NAGAR,Punjab,12.9937763,77.6607309
SABAR KANTHA,Gujarat,24.0295004,73.04471740000002
